Source File Name:	Scan
Signal:	Time - Vib Velocity - Samples

Time	Time Signal
[ s ]	[ m/s ]
0	8.154225e-5
1.5999999663e-8	8.609988e-5
3.1999999327e-8	6.676748e-5
4.799999899e-8	4.420695e-5
6.3999998653e-8	5.92162e-5
7.9999998317e-8	4.800819e-5
9.599999798e-8	1.404888e-6
1.1199999764e-7	-2.577614e-5
1.2799999731e-7	-4.063835e-5
1.4399999697e-7	-4.832214e-5
1.5999999663e-7	-5.720157e-5
1.759999963e-7	-5.335359e-5
1.9199999596e-7	-5.544708e-5
2.0799999562e-7	-5.836858e-5
2.2399999529e-7	-6.11947e-5
2.3999999495e-7	-5.270366e-5
2.5599999461e-7	-6.75201e-5
2.7199999428e-7	-7.391055e-5
2.8799999394e-7	-5.733153e-5
3.039999936e-7	-5.508566e-5
3.1999999327e-7	-3.721427e-5
3.3599999293e-7	-3.608548e-5
3.5199999259e-7	-4.440418e-5
3.6799999226e-7	-4.250219e-5
3.8399999192e-7	-2.908134e-5
3.9999999158e-7	-1.13753e-5
4.1599999125e-7	-4.077224e-5
4.3199999091e-7	-1.565234e-6
4.4799999057e-7	1.034909e-5
4.6399999024e-7	8.013004e-6
4.799999899e-7	8.953194e-6
4.9599998956e-7	2.385608e-5
5.1199998923e-7	3.6364e-5
5.2799998889e-7	1.881966e-5
5.4399998855e-7	4.274013e-5
5.5999998822e-7	5.501487e-5
5.7599998788e-7	4.830625e-5
5.9199998754e-7	3.985479e-5
6.0799998721e-7	2.187615e-5
6.2399998687e-7	1.258409e-5
6.3999998653e-7	1.621493e-5
6.559999862e-7	1.790755e-5
6.7199998586e-7	2.160916e-5
6.8799998552e-7	2.404948e-5
7.0399998519e-7	-1.29519e-5
7.1999998485e-7	-7.405111e-6
7.3599998451e-7	-1.402018e-5
7.5199998418e-7	-2.046066e-5
7.6799998384e-7	-3.188803e-5
7.839999835e-7	-3.416747e-5
7.9999998317e-7	-3.428948e-5
8.1599998283e-7	-4.696986e-5
8.3199998249e-7	-5.64464e-5
8.4799998216e-7	-5.150098e-5
8.6399998182e-7	-4.78894e-5
8.7999998148e-7	-5.075801e-5
8.9599998115e-7	-6.295806e-5
9.1199998081e-7	-7.126157e-5
9.2799998047e-7	-8.303377e-5
9.4399998014e-7	-9.074601e-5
9.599999798e-7	-8.636858e-5
9.7599997946e-7	-9.625313e-5
9.9199997913e-7	-0.0001226725
1.0079999788e-6	-0.0001258308
1.0239999785e-6	-0.0001546493
1.0399999781e-6	-0.0001832287
1.0559999778e-6	-0.0001975838
1.0719999774e-6	-0.0002133917
1.0879999771e-6	-0.0002222568
1.1039999768e-6	-0.0002387335
1.1199999764e-6	-0.0002018766
1.1359999761e-6	-0.0001918009
1.1519999758e-6	-0.0001687199
1.1679999754e-6	-0.0001379955
1.1839999751e-6	-9.613692e-5
1.1999999748e-6	-5.926051e-5
1.2159999744e-6	-1.782572e-5
1.2319999741e-6	1.290158e-5
1.2479999737e-6	7.112986e-5
1.2639999734e-6	0.0001370167
1.2799999731e-6	0.0001663598
1.2959999727e-6	0.000201673
1.3119999724e-6	0.0002157748
1.3279999721e-6	0.0002389578
1.3439999717e-6	0.0002531339
1.3599999714e-6	0.0002667755
1.375999971e-6	0.0002764982
1.3919999707e-6	0.0002856971
1.4079999704e-6	0.0002961259
1.42399997e-6	0.0003129424
1.4399999697e-6	0.0003114307
1.4559999694e-6	0.0003212735
1.471999969e-6	0.0003292433
1.4879999687e-6	0.0003357716
1.5039999684e-6	0.0003174112
1.519999968e-6	0.0003016191
1.5359999677e-6	0.0002964349
1.5519999673e-6	0.0002954506
1.567999967e-6	0.0002794628
1.5839999667e-6	0.0002562944
1.5999999663e-6	0.000237318
1.615999966e-6	0.0002270336
1.6319999657e-6	0.0002017032
1.6479999653e-6	0.0001788001
1.663999965e-6	0.0001270009
1.6799999647e-6	0.000100032
1.6959999643e-6	5.521356e-5
1.711999964e-6	3.120501e-6
1.7279999636e-6	-1.471453e-5
1.7439999633e-6	-3.114423e-5
1.759999963e-6	-5.196798e-5
1.7759999626e-6	-7.312817e-5
1.7919999623e-6	-8.093718e-5
1.807999962e-6	-0.0001082838
1.8239999616e-6	-0.0001312128
1.8399999613e-6	-0.0001622612
1.8559999609e-6	-0.0001816224
1.8719999606e-6	-0.0001770217
1.8879999603e-6	-0.0001773173
1.9039999599e-6	-0.00018605
1.9199999596e-6	-0.0002070337
1.9359999593e-6	-0.000213593
1.9519999589e-6	-0.0002308556
1.9679999586e-6	-0.0002624599
1.9839999583e-6	-0.0002655591
1.9999999579e-6	-0.0002690417
2.0159999576e-6	-0.0002600391
2.0319999572e-6	-0.000279502
2.0479999569e-6	-0.0002706331
2.0639999566e-6	-0.0002504736
2.0799999562e-6	-0.0002542702
2.0959999559e-6	-0.0002418876
2.1119999556e-6	-0.0002258998
2.1279999552e-6	-0.0002103132
2.1439999549e-6	-0.0001730407
2.1599999546e-6	-0.0001663687
2.1759999542e-6	-0.0001456844
2.1919999539e-6	-0.0001317544
2.2079999535e-6	-0.0001090389
2.2239999532e-6	-8.632023e-5
2.2399999529e-6	-6.231867e-5
2.2559999525e-6	-3.127128e-5
2.2719999522e-6	2.869141e-6
2.2879999519e-6	2.219172e-5
2.3039999515e-6	3.497075e-5
2.3199999512e-6	5.337401e-5
2.3359999508e-6	4.705048e-5
2.3519999505e-6	6.924028e-5
2.3679999502e-6	9.685174e-5
2.3839999498e-6	0.0001121536
2.3999999495e-6	0.0001117201
2.4159999492e-6	0.0001196462
2.4319999488e-6	0.0001688899
2.4479999485e-6	0.0001579134
2.4639999482e-6	0.0001709878
2.4799999478e-6	0.0001402821
2.4959999475e-6	0.0001649688
2.5119999471e-6	0.0001923626
2.5279999468e-6	0.0001981798
2.5439999465e-6	0.0002134786
2.5599999461e-6	0.000228668
2.5759999458e-6	0.00023073
2.5919999455e-6	0.0002254157
2.6079999451e-6	0.0002246634
2.6239999448e-6	0.0002205276
2.6399999445e-6	0.0002292035
2.6559999441e-6	0.0002369567
2.6719999438e-6	0.0002289715
2.6879999434e-6	0.0002345959
2.7039999431e-6	0.0002313205
2.7199999428e-6	0.0001983483
2.7359999424e-6	0.0001519936
2.7519999421e-6	0.0001121163
2.7679999418e-6	7.128716e-5
2.7839999414e-6	6.462902e-5
2.7999999411e-6	4.86545e-5
2.8159999408e-6	1.823856e-6
2.8319999404e-6	-2.437696e-7
2.8479999401e-6	-7.683368e-6
2.8639999397e-6	-3.660546e-5
2.8799999394e-6	-5.324589e-5
2.8959999391e-6	-6.091932e-5
2.9119999387e-6	-5.592676e-5
2.9279999384e-6	-8.160605e-5
2.9439999381e-6	-9.183206e-5
2.9599999377e-6	-9.112949e-5
2.9759999374e-6	-8.351881e-5
2.991999937e-6	-7.79484e-5
3.0079999367e-6	-9.983395e-5
3.0239999364e-6	-0.0001397608
3.039999936e-6	-0.0001525803
3.0559999357e-6	-0.000139918
3.0719999354e-6	-0.0001412482
3.087999935e-6	-0.0001534705
3.1039999347e-6	-0.0001578363
3.1199999344e-6	-0.0001723652
3.135999934e-6	-0.0001902389
3.1519999337e-6	-0.0002197066
