Source File Name:	Scan
Signal:	Time - Vib Velocity - Samples

Time	Time Signal
[ s ]	[ m/s ]
0	1.567864e-5
1.5999999663e-8	3.375247e-6
3.1999999327e-8	-3.503676e-6
4.799999899e-8	-1.050906e-5
6.3999998653e-8	-3.868372e-5
7.9999998317e-8	2.335993e-5
9.599999798e-8	2.971985e-5
1.1199999764e-7	6.508113e-6
1.2799999731e-7	-1.526504e-5
1.4399999697e-7	3.580096e-5
1.5999999663e-7	6.181466e-5
1.759999963e-7	0.0001340919
1.9199999596e-7	0.0001389206
2.0799999562e-7	0.0001057381
2.2399999529e-7	6.411074e-5
2.3999999495e-7	0.0001603913
2.5599999461e-7	0.0001323273
2.7199999428e-7	9.747603e-5
2.8799999394e-7	2.572077e-5
3.039999936e-7	-5.032204e-5
3.1999999327e-7	-7.934694e-5
3.3599999293e-7	-0.0001296622
3.5199999259e-7	-0.0001690712
3.6799999226e-7	-0.0001244348
3.8399999192e-7	-8.722239e-5
3.9999999158e-7	-0.0001543038
4.1599999125e-7	-0.0001181178
4.3199999091e-7	-0.0001187035
4.4799999057e-7	-0.0001295841
4.6399999024e-7	-0.0001442944
4.799999899e-7	-0.0001648967
4.9599998956e-7	-2.8141e-5
5.1199998923e-7	8.017824e-5
5.2799998889e-7	0.0001269233
5.4399998855e-7	0.0001104539
5.5999998822e-7	0.0001275322
5.7599998788e-7	0.0001271846
5.9199998754e-7	0.0001425674
6.0799998721e-7	0.0001365359
6.2399998687e-7	8.541175e-5
6.3999998653e-7	0.0001538012
6.559999862e-7	1.13333e-5
6.7199998586e-7	3.919206e-6
6.8799998552e-7	1.217486e-6
7.0399998519e-7	5.440954e-6
7.1999998485e-7	1.406337e-5
7.3599998451e-7	-5.227771e-5
7.5199998418e-7	-2.442926e-5
7.6799998384e-7	-4.65041e-5
7.839999835e-7	-0.0001709253
7.9999998317e-7	-0.0001169856
8.1599998283e-7	-0.0001515439
8.3199998249e-7	-0.0001106267
8.4799998216e-7	-0.0001166221
8.6399998182e-7	-0.0001048764
8.7999998148e-7	-8.490842e-5
8.9599998115e-7	-3.176446e-5
9.1199998081e-7	-2.141166e-5
9.2799998047e-7	4.465854e-5
9.4399998014e-7	2.167681e-5
9.599999798e-7	1.107091e-5
9.7599997946e-7	-3.101621e-5
9.9199997913e-7	-6.087959e-5
1.0079999788e-6	-3.119651e-6
1.0239999785e-6	-3.024276e-5
1.0399999781e-6	-7.240901e-5
1.0559999778e-6	-0.0001521485
1.0719999774e-6	-0.0001311861
1.0879999771e-6	-0.0001174389
1.1039999768e-6	-9.454032e-5
1.1199999764e-6	-0.0001456352
1.1359999761e-6	-0.0001746554
1.1519999758e-6	-0.0001024252
1.1679999754e-6	-2.416579e-5
1.1839999751e-6	-5.348051e-5
1.1999999748e-6	1.2794e-5
1.2159999744e-6	-1.588297e-5
1.2319999741e-6	4.579345e-5
1.2479999737e-6	0.0001035998
1.2639999734e-6	1.538201e-5
1.2799999731e-6	3.791305e-5
1.2959999727e-6	7.630711e-5
1.3119999724e-6	5.578187e-5
1.3279999721e-6	0.0001548016
1.3439999717e-6	0.0001192683
1.3599999714e-6	3.900717e-5
1.375999971e-6	2.184695e-5
1.3919999707e-6	5.794791e-5
1.4079999704e-6	6.974269e-5
1.42399997e-6	9.72343e-5
1.4399999697e-6	6.90533e-5
1.4559999694e-6	6.369367e-5
1.471999969e-6	0.0001121998
1.4879999687e-6	0.000192313
1.5039999684e-6	0.0002162301
1.519999968e-6	0.0002198965
1.5359999677e-6	0.0002175829
1.5519999673e-6	0.0002783052
1.567999967e-6	0.0002646132
1.5839999667e-6	0.0003177138
1.5999999663e-6	0.0003452929
1.615999966e-6	0.0003180132
1.6319999657e-6	0.0003168487
1.6479999653e-6	0.0002350065
1.663999965e-6	0.0002028351
1.6799999647e-6	0.0001481467
1.6959999643e-6	9.920831e-5
1.711999964e-6	2.710223e-5
1.7279999636e-6	-2.571437e-5
1.7439999633e-6	-5.322321e-5
1.759999963e-6	-9.06475e-5
1.7759999626e-6	-0.0001445757
1.7919999623e-6	-0.0001868281
1.807999962e-6	-0.0001886064
1.8239999616e-6	-0.0001662291
1.8399999613e-6	-0.0002022977
1.8559999609e-6	-0.0001856016
1.8719999606e-6	-0.0002865333
1.8879999603e-6	-0.0002495341
1.9039999599e-6	-0.0001737753
1.9199999596e-6	-0.0001856345
1.9359999593e-6	-0.0001782596
1.9519999589e-6	-0.0002306822
1.9679999586e-6	-0.0002355142
1.9839999583e-6	-0.0002337115
1.9999999579e-6	-0.0002309783
2.0159999576e-6	-0.0002297692
2.0319999572e-6	-0.0001930209
2.0479999569e-6	-0.0002846586
2.0639999566e-6	-0.0002652575
2.0799999562e-6	-0.0002348206
2.0959999559e-6	-0.0001822147
2.1119999556e-6	-0.0001433843
2.1279999552e-6	-0.0001977377
2.1439999549e-6	-0.0001820053
2.1599999546e-6	-0.0001459615
2.1759999542e-6	-0.000144744
2.1919999539e-6	-4.838958e-5
2.2079999535e-6	9.955641e-6
2.2239999532e-6	8.720535e-5
2.2399999529e-6	8.398181e-5
2.2559999525e-6	9.292389e-5
2.2719999522e-6	0.0001033004
2.2879999519e-6	0.0001230043
2.3039999515e-6	9.344971e-5
2.3199999512e-6	0.0001203943
2.3359999508e-6	7.853714e-5
2.3519999505e-6	6.081072e-5
2.3679999502e-6	7.21939e-5
2.3839999498e-6	0.0001163531
2.3999999495e-6	8.810724e-5
2.4159999492e-6	3.647891e-5
2.4319999488e-6	3.98087e-5
2.4479999485e-6	8.909855e-5
2.4639999482e-6	7.0207e-5
2.4799999478e-6	9.228152e-5
2.4959999475e-6	0.0001355731
2.5119999471e-6	0.0001717327
2.5279999468e-6	0.0002479184
2.5439999465e-6	0.0002903473
2.5599999461e-6	0.0003023428
2.5759999458e-6	0.0002920984
2.5919999455e-6	0.0003286468
2.6079999451e-6	0.0003188018
2.6239999448e-6	0.000332267
2.6399999445e-6	0.0003384382
2.6559999441e-6	0.0002960949
2.6719999438e-6	0.0003511739
2.6879999434e-6	0.0003291959
2.7039999431e-6	0.0003436575
2.7199999428e-6	0.0003345106
2.7359999424e-6	0.0002778112
2.7519999421e-6	0.0002315323
2.7679999418e-6	0.0002243364
2.7839999414e-6	0.0001248391
2.7999999411e-6	9.675346e-5
2.8159999408e-6	5.406733e-5
2.8319999404e-6	-1.885522e-5
2.8479999401e-6	-2.357312e-5
2.8639999397e-6	-8.306195e-5
2.8799999394e-6	-0.000124941
2.8959999391e-6	-9.028221e-5
2.9119999387e-6	-8.736294e-5
2.9279999384e-6	-0.0001595677
2.9439999381e-6	-0.0002480596
2.9599999377e-6	-0.0002668782
2.9759999374e-6	-0.0003026166
2.991999937e-6	-0.0003730624
3.0079999367e-6	-0.0004273375
3.0239999364e-6	-0.000416609
3.039999936e-6	-0.0003582787
3.0559999357e-6	-0.0002847754
3.0719999354e-6	-0.0003033535
3.087999935e-6	-0.0002841376
3.1039999347e-6	-0.0003328835
3.1199999344e-6	-0.0003180696
3.135999934e-6	-0.0003478122
3.1519999337e-6	-0.0003774759
3.1679999333e-6	-0.0003955953
